study,year,location,state,elevation,region,inc_check,inc,scl_check,scl,yld_check,design_yld,fungicide2,mean_yld,mean_yld_qmr,mean_yld_sd
66,2016/2017,Mauá da Serra,PR,909,Southern,11.88,2.81,1205.00,135.00,3555.59,1,CARB+PROCY-2,4327.88,81653.48,536.1551974
66,2016/2017,Mauá da Serra,PR,909,Southern,11.88,2.81,1205.00,155.00,3555.59,1,FLUO-2,4227.81,81653.48,334.1678552
66,2016/2017,Mauá da Serra,PR,909,Southern,11.88,2.82,1205.00,150.00,3555.59,1,FLUZ-2,4062.14,81653.48,518.9756121
66,2016/2017,Mauá da Serra,PR,909,Southern,11.88,5.31,1205.00,375.00,3555.59,1,TIOF-4,3812.43,81653.48,131.1816935
66,2016/2017,Mauá da Serra,PR,909,Southern,11.88,11.88,1205.00,1205.00,3555.59,1,AACHECK-0,3555.59,81653.48,222.3983195
67,2017/2018,Mauá da Serra,PR,909,Southern,20.31,0.93,2470,0,3571.6,4,DIMO+BOSC-2,4219.8,NA,335.03
67,2017/2018,Mauá da Serra,PR,909,Southern,20.31,1.25,2470,0,3571.6,4,FLUO-2,4207.3,NA,282.37
67,2017/2018,Mauá da Serra,PR,909,Southern,20.31,1.87,2470,360,3571.6,4,FLUZ-2,4037.2,NA,178.88
67,2017/2018,Mauá da Serra,PR,909,Southern,20.31,2.81,2470,125,3571.6,4,PROCY-2,3755.6,NA,407.48
67,2017/2018,Mauá da Serra,PR,909,Southern,20.31,8.43,2470,740,3571.6,4,TIOF-4,3761.4,NA,339.34
67,2017/2018,Mauá da Serra,PR,909,Southern,20.31,20.31,2470,2470,3571.6,4,AACHECK-0,3571.6,NA,308.94
68,2017/2018,Chapadão do Sul,MS,813,Northern,28.75,1.87,-,-,3851.99,4,DIMO+BOSC-2,4049.03,NA,315.7
68,2017/2018,Chapadão do Sul,MS,813,Northern,28.75,3.12,-,-,3851.99,4,FLUZ-2,4169.75,NA,163.4
68,2017/2018,Chapadão do Sul,MS,813,Northern,28.75,3.75,-,-,3851.99,4,PROCY-2,4314.27,NA,489.8
68,2017/2018,Chapadão do Sul,MS,813,Northern,28.75,4.37,-,-,3851.99,4,FLUO-2,4439.6,NA,348.5
68,2017/2018,Chapadão do Sul,MS,813,Northern,28.75,10.62,-,-,3851.99,4,TIOF-4,4112.04,NA,195.9
68,2017/2018,Chapadão do Sul,MS,813,Northern,28.75,28.75,-,-,3851.99,4,AACHECK-0,3851.99,NA,541.6
69,2017/2018,Rio Verde,GO,921,Northern,22.81,0.93,17856.3,0,4813.12,4,DIMO+BOSC-2,5255.2,NA,364.4
69,2017/2018,Rio Verde,GO,921,Northern,22.81,0.93,17856.3,0,4813.12,4,FLUO-2,5262.2,NA,121.39
69,2017/2018,Rio Verde,GO,921,Northern,22.81,3.43,17856.3,493.75,4813.12,4,FLUZ-2,5188.5,NA,198.56
69,2017/2018,Rio Verde,GO,921,Northern,22.81,3.75,17856.3,162.56,4813.12,4,PROCY-2,5115.11,NA,527.71
69,2017/2018,Rio Verde,GO,921,Northern,22.81,18.75,17856.3,16312.5,4813.12,4,TIOF-4,4885.3,NA,19.13
69,2017/2018,Rio Verde,GO,921,Northern,22.81,22.81,17856.3,17856.3,4813.12,4,AACHECK-0,4813.12,NA,98.51
70,2017/2018,Montividiu,GO,921,Northern,90,21.66,3384.4,1240.62,3412.3,4,DIMO+BOSC-2,4369.8,NA,414.71
70,2017/2018,Montividiu,GO,921,Northern,90,25,3384.4,1753.12,3412.3,4,PROCY-2,4221.9,NA,239.69
70,2017/2018,Montividiu,GO,921,Northern,90,25.41,3384.4,1175,3412.3,4,FLUZ-2,4132.75,NA,554.15
70,2017/2018,Montividiu,GO,921,Northern,90,39.16,3384.4,1784.37,3412.3,4,FLUO-2,3990.9,NA,173.49
70,2017/2018,Montividiu,GO,921,Northern,90,48.75,3384.4,2765.62,3412.3,4,TIOF-4,3707,NA,297.39
70,2017/2018,Montividiu,GO,921,Northern,90,90,3384.4,3384.37,3412.3,4,AACHECK-0,3412.3,NA,306.68
71,2017/2018,Silvânia,GO,1050,Northern,77.18,19.06,14360.0,3175,3197,4,DIMO+BOSC-2,5219,NA,202.31
71,2017/2018,Silvânia,GO,1050,Northern,77.18,23.12,14360.0,5340,3197,4,FLUZ-2,5060,NA,155.21
71,2017/2018,Silvânia,GO,1050,Northern,77.18,25,14360.0,5380,3197,4,PROCY-2,5133,NA,148.64
71,2017/2018,Silvânia,GO,1050,Northern,77.18,25.62,14360.0,4400,3197,4,FLUO-2,5066,NA,152.48
71,2017/2018,Silvânia,GO,1050,Northern,77.18,27.81,14360.0,8545,3197,4,TIOF-4,4000,NA,297.26
71,2017/2018,Silvânia,GO,1050,Northern,77.18,77.18,14360.0,14360,3197,4,AACHECK-0,3197,NA,104.68
72,2017/2018,Pitanga,PR,952,Southern,26,0.5,2916.66,107.63,3318.9,4,DIMO+BOSC-2,3619.6,NA,54.31
72,2017/2018,Pitanga,PR,952,Southern,26,1,2916.66,312.5,3318.9,4,FLUZ-2,3726.5,NA,44.89
72,2017/2018,Pitanga,PR,952,Southern,26,1.5,2916.66,138.88,3318.9,4,FLUO-2,3780.9,NA,165.83
72,2017/2018,Pitanga,PR,952,Southern,26,2.5,2916.66,111.11,3318.9,4,PROCY-2,3761.9,NA,143.24
72,2017/2018,Pitanga,PR,952,Southern,26,10,2916.66,1145.83,3318.9,4,TIOF-4,3526.7,NA,142.77
72,2017/2018,Pitanga,PR,952,Southern,26,26,2916.66,2916.66,3318.9,4,AACHECK-0,3318.9,NA,71.25
73,2017/2018,São Desiderio,BA,844,Northern,70.62,9.68,9507.5,1112.5,3334.6,4,DIMO+BOSC-2,4306.2,NA,264.13
73,2017/2018,São Desiderio,BA,844,Northern,70.62,16.56,9507.5,2370,3334.6,4,FLUO-2,4527.8,NA,98.17
73,2017/2018,São Desiderio,BA,844,Northern,70.62,25,9507.5,2790,3334.6,4,PROCY-2,4429.8,NA,133.82
73,2017/2018,São Desiderio,BA,844,Northern,70.62,25.31,9507.5,4322.5,3334.6,4,FLUZ-2,4358.8,NA,149.71
73,2017/2018,São Desiderio,BA,844,Northern,70.62,31.56,9507.5,6042.5,3334.6,4,TIOF-4,3876.6,NA,464.08
73,2017/2018,São Desiderio,BA,844,Northern,70.62,70.62,9507.5,9507.5,3334.6,4,AACHECK-0,3334.6,NA,204.33
74,2017/2018,São Miguel do Passa Quatro,GO,1027,Northern,66.56,15.62,7580,1967.5,2614.5,4,DIMO+BOSC-2,4673.5,NA,447.98
74,2017/2018,São Miguel do Passa Quatro,GO,1027,Northern,66.56,18.12,7580,2825,2614.5,4,FLUZ-2,4498.5,NA,186.89
74,2017/2018,São Miguel do Passa Quatro,GO,1027,Northern,66.56,18.75,7580,3175,2614.5,4,PROCY-2,4361,NA,568.09
74,2017/2018,São Miguel do Passa Quatro,GO,1027,Northern,66.56,20.31,7580,2271.75,2614.5,4,FLUO-2,4627.5,NA,306.09
74,2017/2018,São Miguel do Passa Quatro,GO,1027,Northern,66.56,20.31,7580,4635,2614.5,4,TIOF-4,3286.5,NA,439.2
74,2017/2018,São Miguel do Passa Quatro,GO,1027,Northern,66.56,66.56,7580,7580,2614.5,4,AACHECK-0,2614.5,NA,123.4
